"Id","Price"
40795,7999892.8564687725
40796,5693454.018353462
40797,2.495258625103975E7
40798,1.3440646566482542E7
40799,1.1476221052366382E7
40800,5759861.974589178
40801,4.483192478234553E7
40802,1.2725761643443758E7
40803,2.408953011617105E7
40804,1.418420381358661E8
40805,2.1994253321324535E7
40806,9472796.913771816
40807,6881616.12250948
40808,3961581.557535915
40809,6496036.122616211
40810,6316145.009056386
40811,6057498.489755452
40812,4871166.15896382
40813,1.4323679992378917E7
40814,7446698.533729837
40815,4994503.478552556
40816,1.2669252311545214E7
40817,1.263776923878075E7
40818,1.5749735902570415E8
40819,3.514148971178176E7
40820,8458050.550107062
40821,8.340573717780578E7
40822,9695493.309796993
40823,1.5954688046870358E7
40824,1.1702365299729444E7
40825,1.2935424053817192E7
40826,1.91857673415472E7
40827,8.569568002728727E7
40828,9380370.009368816
40829,7001935.679713068
40830,3.867126685186171E7
40831,8998929.130025234
40832,5815541.929459848
40833,8813694.05415111
40834,1.0600890425287051E7
40835,2.817290242911423E7
40836,8701608.773687875
40837,6170472.884616406
40838,2.2132031854891293E7
40839,8266640.556384449
40840,1.455225190349959E7
40841,2.3387212022004377E7
40842,4916977.122473724
40843,3.201323394699416E7
40844,2.3540623922591537E7
40845,5306937.93618502
40846,6627953.445912635
40847,7976318.138787661
40848,1.2474359346912E7
40849,5958809.486422713
40850,1.0593065264907643E7
40851,6011551.325139348
40852,7900569.49022553
40853,5088050.244301343
40854,8395200.22456519
40855,3.0222921711591303E7
40856,9509176.744378362
40857,8232767.572100968
40858,1.4268368103706822E7
40859,2.215840450509439E7
40860,1.2378653358934138E7
40861,6653078.803893565
40862,8315449.456451208
40863,1.1645048265758645E7
40864,6928318.651242856
40865,7959502.564807263
40866,1.5696547505374126E7
40867,2.841322398405212E7
40868,3.4037153995047875E7
40869,3.351487995119131E7
40870,6391916.503203742
40871,7976279.963826497
40872,1.5678210405827817E7
40873,1.6942848055458334E8
40874,7446738.9039755985
40875,2.0845484719565275E8
40876,9404100.250616653
40877,1.4386775452376898E7
40878,2.617367945933962E7
40879,2.6033659086363938E7
40880,5515626.74484019
40881,7498806.851880329
40882,3.2887960238707423E7
40883,1.41453412839995E8
40884,7798778.982490733
40885,4.5608801461607106E7
40886,2.3342185166022383E7
40887,9290306.213979246
40888,2.3362104185305696E7
40889,1.6464011494864026E7
40890,1.884720811854367E7
40891,5449571.8457043
40892,5.6510138496932626E7
40893,6316337.68295366
40894,2.9378081281351767E7
40895,1.0415924805538109E7
40896,5.496480076147988E7
40897,7772783.071490291
40898,6092011.104355618
40899,1.7798270377927996E7
40900,2.129072051209116E8
40901,1.282553665444811E7
40902,1.680064481282646E7
40903,1.007324642397644E7
40904,5.173035815084752E7
40905,1.630051209110229E7
40906,9485161.798953306
40907,1.8045603501479547E7
40908,7505304.300911167
40909,5668135.017557702
40910,1.1894922557244731E7
40911,8985105.651936732
40912,1.4310010747001909E7
40913,7114208.625771273
40914,8458140.609760458
40915,5296373.531716417
40916,1.7145959356342557E8
40917,6194458.277661867
40918,1.1954149264431617E8
40919,1.287349714877613E7
40920,2.116387819950012E7
40921,4501289.220385155
40922,6424628.319628189
40923,1.387633639266942E7
40924,8939900.988027256
40925,2.0724773516881622E7
40926,8343061.198142461
40927,3.380590150661051E7
40928,6.870894580466175E7
40929,3.442449083893665E7
40930,3.7550964329966836E7
40931,4.2481782100079626E7
40932,4.538678787733198E7
40933,1.5326351891827416E8
40934,3.3230193607146338E7
40935,5.995125193842357E7
40936,4.061446403342355E7
40937,2.581183349350006E7
40938,1.4839628901177878E7
40939,5589814.044916977
40940,8748110.13517397
40941,5775379.308140752
40942,7.336038664731467E7
40943,6092594.384758485
40944,2.7867087500480235E7
40945,8508585.559526969
40946,6901152.323004041
40947,2.332141937694854E7
40948,1.3037431423335215E7
40949,8971415.029197574
40950,2.2399120971486937E7
40951,2.186668159732705E7
40952,6781319.943104477
40953,2.4327252891689412E7
40954,8862272.295446469
40955,9392286.514351085
40956,9357814.332062645
40957,9287084.0367312
40958,6969655.591922248
40959,1.5032123070567222E7
40960,7033472.193202826
40961,2.142518747990124E7
40962,1.934817951800636E7
40963,5071090.800089799
40964,7722130.636704008
40965,8136890.163282498
40966,2.917916982713172E7
40967,3.5235108017249525E7
40968,1.134381097337808E7
40969,1.4598577629801206E7
40970,1.97689023645802E7
40971,2.019901553440983E7
40972,6953549.913176323
40973,2.51236666421718E7
40974,4.323545047894514E7
40975,1.022686436746135E8
40976,1.044144840867085E7
40977,2.337580588692907E7
40978,8598621.070759682
40979,8038138.783625707
40980,1.3528777985106757E7
40981,1.164605306551906E8
40982,7732787.477134357
40983,5379771.067509284
40984,4.696185682212045E7
40985,7424533.365597282
40986,1.1378081511368291E7
40987,1.0274468952451551E7
40988,6292861.697429055
40989,8471970.170016894
40990,1.3768641207499046E7
40991,1.5849146467436511E7
40992,1.836542165618018E7
40993,7070433.413403108
40994,7792162.902375003
40995,1.1378353843646469E7
40996,1.0965747979101012E7
40997,1.3702104181607377E7
40998,2.660076404079722E7
40999,1.0595558494489908E8
41000,6585762.0213823235
41001,1.5740062915561697E7
41002,1.01865812884926E7
41003,9517419.971488835
41004,2.9395154853511564E7
41005,4.347241010454469E7
41006,1.0986410575775689E7
41007,6675454.331124321
41008,6473609.5029353
41009,1.4118377779139152E7
41010,9098543.616589667
41011,1.2026947280831028E7
41012,1.045882207098484E7
41013,1.0333122096187884E7
41014,6521172.913770426
41015,1.0918805441757103E7
41016,1.720642453426613E7
41017,1.7617354051292013E7
41018,1.03790313273155E7
41019,1.9453378970258437E7
41020,7780791.959134457
41021,9867232.688469172
41022,2.5238998106719337E7
41023,7731682.939978762
41024,3.4723211051888263E8
41025,5493555.360743011
41026,2.516081586946339E7
41027,1.700146929232248E7
41028,9001883.885351298
41029,9580733.389004204
41030,7114888.3880883865
41031,7153913.145608488
41032,8396725.061035864
41033,1.242400309443983E7
41034,6073684.012605265
41035,6161735.382521499
41036,7091288.477995685
41037,1.8241407919659115E7
41038,7388001.172493578
41039,5.6444176582424976E7
41040,1.759212035137117E7
41041,9.914539460331003E7
41042,8870526.866454823
41043,2.802530729848629E7
41044,8600144.905718701
41045,9177872.2081834
41046,6507141.7760724155
41047,4.146427152613589E7
41048,9389449.099036869
41049,6197606.933800462
41050,1.0182212540673988E7
41051,2.6894243885591224E7
41052,1.1551677664743575E8
41053,6544471.29193561
41054,1.2007065450034851E7
41055,6373665.201323298
41056,1.1474393016694786E7
41057,2.1068894242717575E7
41058,9318833.021230357
41059,7427263.865921794
41060,1.9878019818972666E7
41061,1.0397006226291187E7
41062,8328360.074613402
41063,7629674.852001143
41064,7568806.791416798
41065,8234718.850955293
41066,1.8377862136124697E7
41067,1.4833623289248647E7
41068,2.0763628385155607E7
41069,1.5146637679782135E7
41070,6727587.29145064
41071,1.8512471096184105E7
41072,1.56507639963407E7
41073,6631055.379169389
41074,6318687.805688902
41075,2.7262352027151555E7
41076,1.0846166618988846E8
41077,3.3802575033647805E7
41078,1.3356627675139925E7
41079,6136228.559794914
41080,1.6392964991983306E7
41081,1.2069361961058984E7
41082,1.0103366861435188E7
41083,3.043580757749373E7
41084,6722584.061030901
41085,3.877960389647224E7
41086,7890846.8840994015
41087,2.021148008492948E7
41088,2.3506423516959693E7
41089,3.1047794882245477E7
41090,1.662363874006692E7
41091,8968102.10416608
41092,1.290650814450439E7
41093,7953642.302851387
41094,8.763481824893132E7
41095,1.5074627523938091E7
41096,9633987.167486254
41097,5880544.004056124
41098,4.125451315559963E7
41099,4.451882881365257E7
41100,4.503665029827048E7
41101,7.958467569145387E7
41102,1.7819088037973616E7
41103,7.064633070941141E7
41104,5330028.579815546
41105,3.0898484339702666E7
41106,7575209.618201083
41107,8335599.15371796
41108,1.1680623043630691E7
41109,5821993.260889916
41110,7293353.128962374
41111,1.0674877147693193E7
41112,7304161.586389991
41113,7903518.397265221
41114,1.491576666859294E7
41115,1.015169837270541E7
41116,1.12058438549872E7
41117,1.5559393048601824E8
41118,6114212.130781568
41119,2.186512863800888E8
41120,1.29705921083032E8
41121,2.8086548933445543E8
41122,1.2510880230479645E7
41123,6712317.649190684
41124,2.393852840085373E7
41125,2.124080292015393E7
41126,1.3476417327550497E7
41127,9147009.595561422
41128,2.204229535678245E7
41129,6.133775667872507E7
41130,9740843.890575942
41131,2.050491796812336E7
41132,6361554.621027548
41133,1.5958726867177682E7
41134,5197120.789509403
41135,1.1803039313080749E7
41136,2.443125069160313E8
41137,7329615.659625951
41138,8899076.83093294
41139,7062428.816539036
41140,1.0196774656785864E7
41141,7930217.286776871
41142,8561318.52018084
41143,8113118.922371772
41144,8322157.571307355
41145,6678863.136894493
41146,6658386.487407723
41147,7546198.394398902
41148,7.154909466782005E7
41149,7169807.200666449
41150,8465756.004494991
41151,1.4149621009856343E7
41152,9337741.385651404
41153,9613526.350118708
41154,9767818.428601984
41155,1.1813729745552637E7
41156,9.524599291661392E7
41157,8135516.913841507
41158,1.4380879108637324E7
41159,1.019393473809595E7
41160,9399652.161770102
41161,1.2980390589713035E7
41162,8024411.467620119
41163,7553536.541914616
41164,9766489.851460854
41165,1.0517643382443868E7
41166,4695700.030126292
41167,9159749.195905216
41168,1.4133700031413391E7
41169,4.684326404661026E7
41170,9518155.62752888
41171,1.3973042727482196E7
41172,6.996937761969717E7
41173,1.0492940276938925E7
41174,1.2644985979979308E7
41175,1.3268908641916225E7
41176,3.1604410380528E7
41177,1.6455095583524874E8
41178,1.016421770559244E7
41179,3.771748948824488E7
41180,1.366493604692861E8
41181,2.9874482715654097E7
41182,1.657565535696837E7
41183,7379293.781369147
41184,5543938.310789513
41185,6061447.182833434
41186,1.5080749083588E7
41187,6127918.893099023
41188,8721162.201548187
41189,2.412672749799665E7
41190,2.1823084905177783E7
41191,4978865.402674972
41192,1.0906006657996152E8
41193,7600012.379650636
41194,5831588.366845428
41195,3.254534304240923E7
41196,4.212439007217607E7
41197,1.5847447704724789E7
41198,1.94715690969861E7
41199,8333677.044207855
41200,1.0895798347183475E7
41201,1.0006093155673116E7
41202,7372171.3641495155
41203,4.131290818284179E7
41204,1.5006584084012315E8
41205,7579281.031522468
41206,1.8028580135604408E7
41207,8835695.038028093
41208,7001026.701687521
41209,1.0725923151355553E8
41210,1.2919157269854805E7
41211,3.763736593393054E7
41212,8.714799567291689E7
41213,2.1186714074993484E7
41214,4733297.868465461
41215,1.268622849293606E8
41216,1.3570852308252474E7
41217,4.324819106296596E7
41218,5956303.55707669
41219,7671704.549531905
41220,1.2389122504705371E7
41221,2.3314806630439065E7
41222,5.135769536464954E7
41223,6639547.540634474
41224,1.1657030917206936E8
41225,1.077538086871008E7
41226,3.24788045339393E7
41227,1.0670607329223884E7
41228,1.518284872396721E7
41229,5820258.8723651
41230,2.396884270321574E7
41231,4.0015718827914275E7
41232,9170898.058116084
41233,6804162.687621822
41234,1.3600304972003E7
41235,7772526.44735838
41236,9368855.505730506
41237,2.4194492611647055E7
41238,1.1950946476194806E7
41239,8330480.116651976
41240,9421658.577829586
41241,1.4178452326150283E7
41242,1.3218552008248826E7
41243,1.5005908604017684E7
41244,1.0727662936472336E7
41245,1.0664909771271857E7
41246,1.512924289989128E7
41247,1.548407875634276E7
41248,1.472137907541706E7
41249,1.2230319189072836E7
41250,1.716684948599517E7
41251,1.2283427986218467E7
41252,1.087054367808158E7
41253,7469207.8879368
41254,2.5180880697611913E7
41255,6852744.957769823
41256,1.0875992665031817E7
41257,9391051.034292288
41258,3.785737039661885E7
41259,1.0576849978610562E7
41260,1.8355813199236888E8
41261,7575427.891918716
41262,1.0568479408468916E8
41263,5171502.338685206
41264,7373946.4827356925
41265,4875251.858901409
41266,1.357457337336098E7
41267,2.1556313047430217E7
41268,1.2319269921964152E7
41269,9705549.201465122
41270,9526782.158577755
41271,1.0076996486110415E7
41272,5470875.628403929
41273,1.0659445778624669E7
41274,1.024714144547006E7
41275,5345957.297459927
41276,1.093780575227472E8
41277,1.398346850382061E7
41278,5725780.065892691
41279,2.882899750786441E7
41280,2.2537157354101953E8
41281,4.408430923340378E7
41282,1.040391304084988E7
41283,9324670.55734193
41284,8561124.61380947
41285,8.21832107768313E7
41286,7.09069842574485E7
41287,1.2677518351302904E8
41288,6.90733149210811E7
41289,1.3310668564979284E8
41290,3.7952008118965536E8
41291,3.871487306525907E8
41292,3.962599454980611E7
41293,1.7066581471351434E7
41294,2.6889209243013944E7
41295,3.306700467283126E8
41296,1.5194387707642245E8
41297,1.6271824743346918E8
41298,2.3545825474000263E8
41299,2.4117432602681875E8
41300,1.1085654842752436E8
41301,2.696455334700721E7
41302,3.977423863856568E7
41303,1.1617213532155154E7
41304,5.321269048665205E7
41305,1.1819621059458584E7
41306,8914663.78361321
41307,4436899.761224956
41308,9218298.44460394
41309,5.055417027325245E7
41310,9471371.867050882
41311,8149890.400266329
41312,4656173.578349059
41313,4778875.813654528
41314,4680603.03846911
41315,1.805840955107625E7
41316,5911221.006390788
41317,2.0591142568365715E7
41318,7838249.502485424
41319,4663792.490627721
41320,4663557.830991153
41321,4722287.171908254
41322,4608723.217804548
41323,6584373.7816194575
41324,4683781.475427208
41325,4652020.910200194
41326,4727920.043481587
41327,4696188.0132079655
41328,4669797.746508094
41329,4636129.836538145
41330,4672667.857411876
41331,4751829.892453008
41332,4642605.449968423
41333,4733729.66746962
41334,6515330.5767924525
41335,4695700.030126292
41336,1.0059358686115118E7
41337,6548680.85557494
41338,6579639.362538226
41339,6511746.438320076
41340,4682716.062838577
41341,4668360.985526843
41342,4616331.916181585
41343,6242069.801315945
41344,4650962.7543578725
41345,9317765.833721636
41346,1.072646580457422E7
41347,1.1240371825245457E7
41348,1.1925212674731542E8
41349,9613487.967653297
41350,9.143541621971098E7
41351,2.6365012724783976E7
41352,8060044.790306965
41353,4975049.177024624
41354,2.4128945351691153E7
41355,2.064654810488889E7
41356,1.2220773688727006E7
41357,9104128.636597486
41358,9111963.417574955
41359,2.062842414944482E7
41360,1.437521270803942E7
41361,1.7200671689250663E7
41362,4.3982512468968354E7
41363,1.0399827437697956E7
41364,1.9214080876834877E7
41365,6722943.442878724
41366,5360812.51143371
41367,3.261621140469866E7
41368,9010578.309723748
41369,8089976.851186448
41370,1.031784198636479E7
41371,4358698.419373178
41372,7204238.704306358
41373,5273947.9347796105
41374,9358888.7827075
41375,6977589.932872491
41376,4758257.850990398
41377,5388249.570298263
41378,1.266771882468235E7
41379,1.2226412566368569E7
41380,1.0717611633053318E8
41381,6003801.347569608
41382,6749819.570795118
41383,9865934.286260908
41384,8364917.6369983535
41385,8407031.580411363
41386,1.0145214408274507E7
41387,6.124432173709458E7
41388,7.206283305913556E7
41389,7.358699157660706E7
41390,2.3403291243650746E7
41391,1.862859096741193E7
41392,7102010.2997940825
41393,7631356.286159366
41394,1.925425404540197E7
41395,1.9188701313690435E7
41396,6773710.26148561
41397,6577156.7828187095
41398,1.2248897785736874E7
41399,7469535.450085423
41400,1.351415144836988E7
41401,8565193.192406064
41402,9612477.30676512
41403,1.0379289506474826E7
41404,1.802154661577172E7
41405,1.2197288209403018E7
41406,5009465.769044684
41407,1.6216591523944393E8
41408,8446738.760586206
41409,3.615317498000552E7
41410,1.1125373188302455E7
41411,2.660812096334853E8
41412,2.243693491261071E7
41413,9495747.832387768
41414,9537344.435203834
41415,9965433.427720504
41416,1.5280768930955011E7
41417,6664153.882715053
41418,1.5414200383096552E7
41419,6.3771282550307535E7
41420,7764824.417727553
41421,1.026129786954772E7
41422,1.0971164092276031E7
41423,5305057.677452285
41424,3.596065594394865E7
41425,7672802.099537244
41426,1.2547104080740696E8
41427,2.106953280872557E7
41428,4.964532430410973E7
41429,9346595.421879051
41430,7373875.759797126
41431,5664474.846403008
41432,4.067101135616648E7
41433,5727147.079142541
41434,6303811.674341402
41435,1.0421042010399662E7
41436,7271569.952074488
41437,9333356.195523003
41438,1.2141208512012465E7
41439,1.4117074701497208E7
41440,9786881.594508711
41441,8449776.905491121
41442,1.213665467555436E7
41443,5374646.515104608
41444,6345396.39055756
41445,5930567.079044127
41446,1.2303514765672931E7
41447,1.515563035756495E8
41448,4.577460123712122E7
41449,7.493272431189838E7
41450,1.1628495499118143E8
41451,1.6278366229757918E7
41452,1.4245156332578075E8
41453,3.708191663531659E7
41454,6.202431046337713E7
41455,4.222079631578441E7
41456,1.446868081278586E7
41457,6.801163769812459E8
41458,4.781617267743917E7
41459,3.5797800643247175E8
41460,6.091479464014177E7
41461,2.4461083866804564E8
41462,1.6349523173680805E7
41463,5.418481385187179E7
41464,1.485503617813821E8
41465,7827222.263000573
41466,2.000016621039412E7
41467,1.0006921587818936E7
41468,8690955.297125323
41469,9.711494078166483E7
41470,1.3875089453711388E8
41471,1.0672947448061995E7
41472,1.3875421384488396E7
41473,7897413.681615578
41474,8.192760523998496E7
41475,2.057123482770025E7
41476,9169377.155894252
41477,2.046078012823707E7
41478,6529300.612344709
41479,1.4184772284493774E7
41480,1.291547903653724E7
41481,7306512.165874224
41482,5812007.951896828
41483,2.2260425311655983E7
41484,5406487.039563129
41485,2.5659542493956875E7
41486,8581068.343751382
41487,7.100399247891936E7
41488,2.767451483990001E7
41489,4876443.011515686
41490,8491125.076135755
41491,1.3077927944601336E7
41492,5.911553396231469E7
41493,9964664.93557426
41494,1.0221382136299878E7
41495,1.5037427558945274E7
41496,1.7006686022894368E7
41497,2.739861534708341E8
41498,6768544.512602623
41499,2.6641631470739145E7
41500,5703145.446267255
41501,7.783196624185489E7
41502,8074446.770025138
41503,1.0504325943343712E8
41504,1.239419745185866E7
41505,6.304124989015384E7
41506,1.0900932010262642E7
41507,2.5388394969800334E7
41508,9348435.6927631
41509,8925953.766235432
41510,1.4112182450786004E7
41511,7637520.847352933
41512,8731966.168253269
41513,6586053.001065511
41514,1.09382862206131E8
41515,3.6845378783209465E7
41516,2.7422380228694458E7
41517,6957977.715310047
41518,2.351712143570156E7
41519,1.009046793668492E8
41520,3.5965505310873754E7
41521,1.559874853465201E8
41522,4.732705822049034E7
41523,6.850996413682161E7
41524,5919976.816875034
41525,7.973099131522253E7
41526,1.8349218783545308E7
41527,1.0779999555277374E7
41528,2.1815776817137443E7
41529,1.054419154731227E8
41530,1.1338053079818027E7
41531,1.2474497007452035E7
41532,2.238961394335925E7
41533,1.3482612185143985E7
41534,8867804.364834623
41535,2.5172297836822536E7
41536,6177592.91632247
41537,2.6311631360495504E7
41538,1.0026111161493454E7
41539,4.839542293468946E7
41540,8366760.078218434
41541,6788577.19288559
41542,1.8559873939179844E8
41543,1.7024006258200224E7
41544,9314084.616943471
41545,5202695.047564755
41546,1.4161293744569223E7
41547,2.167847884889062E8
41548,1.0204428048537483E7
41549,2.2641400487864234E7
41550,7522664.712713146
41551,4610596.641348204
41552,5.129919470486284E7
41553,5464375.179682901
41554,9224118.536203764
41555,7012242.271518483
41556,8421098.845896997
41557,1.098175245511636E7
41558,6004042.294529704
41559,6548044.064960386
41560,8511004.498220041
41561,2.6802187366125364E7
41562,8949759.688485488
41563,1.4558445901908131E7
41564,2.244023345926762E7
41565,3.824927641638397E7
41566,1.005975948936367E7
41567,1.0688944326453986E7
41568,6793375.9804904405
41569,1.03220647066431E7
41570,2.4255485250214896E8
41571,2.2451679647050276E7
41572,4.4813974049005486E7
41573,4.4813974049005486E7
41574,8303280.3575031245
41575,9413376.595893268
41576,2.4617267973552447E7
41577,1.3311646512256823E7
41578,1.303364663233088E7
41579,1.3903057414928123E7
41580,1.3146636024327992E7
41581,1.660182924516146E7
41582,5074337.797146849
41583,1.351896870071362E7
41584,6973362.221709669
41585,2.590597765279787E7
41586,8879141.190137288
41587,6673376.0158529105
41588,5984927.464145478
41589,6037144.377544768
41590,8503205.268673463
41591,5493546.807476767
41592,1.0592228074694317E7
41593,8048421.723748027
41594,2.8909217158539426E7
41595,7172371.214721055
41596,2.0700806953544173E8
41597,2.711198679102799E7
41598,9183743.656500624
41599,1.2517809177343106E7
41600,2.2844732118911818E7
41601,1.081586826156482E7
41602,8922659.922706572
41603,5752588.778797996
41604,3.665071511007841E7
41605,8545516.402019795
41606,1.8114604116413403E7
41607,6876771.044964715
41608,6934658.696710065
41609,9865074.776851697
41610,1.5236519343991876E8
41611,8410166.358467627
41612,8457835.960020646
41613,7426682.281787577
41614,1.549652796113743E7
41615,9081283.01989691
41616,2.6841372041194472E7
41617,6725576.859587852
41618,1.1518370898696143E7
41619,4377914.147460678
41620,1.94604893716219E8
41621,1.1698967129989296E7
41622,5455553.535153101
41623,1.8155477726766553E7
41624,7797636.220507983
